Model,CV Accuracy,Validation Accuracy,Validation Precision,Validation Recall,Validation F1-score,Validation ROC AUC,Test Accuracy,Test Precision,Test Recall,Test F1-score,Test ROC AUC
Logistic Regression,0.7896940464269016,0.7884796978281398,0.7565752658086178,0.7948265726043504,0.7752293577981652,0.8858367297105213,0.7882099015243491,0.7567645365572827,0.783840190816935,0.7700644405389573,0.8830082020666252
