Model,CV Accuracy,Validation Accuracy,Validation Precision,Validation Recall,Validation F1-score,Validation ROC AUC,Test Accuracy,Test Precision,Test Recall,Test F1-score,Test ROC AUC
LightGBM,0.989253374678265,0.9991906110886281,0.9991181657848325,0.9991181657848325,0.9991181657848325,0.9999875416091932,0.9987859166329421,0.9994028068080024,0.9979129397734049,0.9986573176189766,0.9999908916528315
