Model,CV Accuracy,Validation Accuracy,Validation Precision,Validation Recall,Validation F1-score,Validation ROC AUC,Test Accuracy,Test Precision,Test Recall,Test F1-score,Test ROC AUC
Decision Tree,0.9956832813488358,0.9966275462026171,0.9958883994126285,0.996766607877719,0.9963273101219333,0.9966381032407792,0.996222851746931,0.9952352590827874,0.9964221824686941,0.9958283671036948,0.9962401624341498
