Model,CV Accuracy,Validation Accuracy,Validation Precision,Validation Recall,Validation F1-score,Validation ROC AUC,Test Accuracy,Test Precision,Test Recall,Test F1-score,Test ROC AUC
KNN,0.9989657767826665,0.9995953055443141,0.9997059688326962,0.9994121105232217,0.9995590180802587,0.9999990106572006,0.9994604073924187,1.0,0.9988073941562313,0.9994033412887828,0.9999991185470481
