Model,CV Accuracy,Validation Accuracy,Validation Precision,Validation Recall,Validation F1-score,Validation ROC AUC,Test Accuracy,Test Precision,Test Recall,Test F1-score,Test ROC AUC
SVM,0.9968972797925366,0.9983812221772562,0.9994107248084856,0.9970605526161082,0.998234255444379,,0.9974369351139889,0.9991020652499252,0.9952295766249255,0.9971620612397312,
